STRUCTURE_NUMBER_008,YEAR_BUILT_027,YEAR_RECONSTRUCTED_106,HISTORY_037,SERVICE_ON_042A,ROUTE_PREFIX_005B,LOCATION_009,FED_AGENCY,LAT_016,LONG_017
000000000015138,1989,0.0,5,1,1,'CONESTOGA;SPROUL   14G11',N,40014708,75214816
000000000015140,1990,0.0,5,1,1,'NEAR VILLANOVA     14H10',N,40020968,75212359
000000000015141,1990,0.0,5,1,1,'LANCASTER AVE.INT. 14H10',N,40021259,75211844
000000000015142,1990,0.0,5,1,1,'NEAR VILLANOVA     14H09',N,40021640,75211334
000000000015143,1990,0.0,5,1,1,'NEAR VILLANOVA     14H09',N,40021957,75211006
000000000015144,1990,0.0,5,1,1,'NEAR VILLANOVA    14H10',N,40021090,75212332
000000000015145,1990,0.0,5,1,1,'LANCASTER AVE.INT. 14H10',N,40021273,75211992
000000000015146,1990,0.0,5,1,1,'NEAR VILLANOVA     14H09',N,40021641,75211444
000000000015148,1990,0.0,5,1,1,'NEAR VILLANOVA     14H09',N,40022026,75211058
000000000015151,1986,0.0,5,1,3,'1MI.NORTH A-2436   42D10',N,39491404,75264717
000000000015152,1989,0.0,5,1,3,'.5MI.S.LR 23049    26G05',N,39592376,75173566
000000000015153,1927,0.0,5,5,3,'3MI.TO DARBY ROAD  26F04',N,39594600,75180800
000000000015160,1928,0.0,5,5,3,'SPRGFLD TWP.LINE   26A11',N,39571629,75200363
000000000015161,1998,0.0,5,5,3,'1.MI.E.OF PA 252   34F02',N,39561583,75221071
000000000015173,1930,0.0,5,5,3,'WEST SPROUL ROAD   14G11',N,40014932,75214946
000000000015175,1989,0.0,5,5,3,'.2MI.SOUTH RTE.3   25K08',N,39582554,75202677
000000000015178,1992,0.0,5,1,3,'.7MI.S.DIST.OFFICE 14F11',N,40015266,75215935
000000000015182,1987,0.0,5,1,3,'PAXON HOLLOW C.C.  25E12',N,39571762,75222862
000000000015183,1928,0.0,5,5,3,'.7MI.WEST PA-320   25F09',N,39575805,75221472
000000000015194,1988,0.0,5,5,3,'NR.HAVERFORD HOSP. 25K05',N,39592386,75203962
000000000015195,1966,0.0,5,1,3,'1MI.EAST OF PA-3   25E04',N,39594853,75223257
000000000015196,1985,0.0,5,1,3,'NR.SPROUL ROAD     25E04',N,39595476,75222186
000000000015197,1985,0.0,5,1,3,'NR.SPROUL ROAD     25F03',N,39595777,75221652
000000000015198,1928,0.0,5,5,3,'3MI.EAST PA-3      25F03',N,40000362,75220541
000000000015199,1964,2017.0,5,1,3,'1MI.EAST PA-320    25H02',N,40002580,75211337
000000000015202,1906,1968.0,5,5,3,'W.HAVERFORD ROAD   15C13',N,40010223,75192216
000000000015203,1941,1987.0,5,1,3,'NEWTOWN TOWNSHIP   24F05',N,39592382,75261362
000000000015204,1905,2011.0,1,1,3,'RADNOR TOWNSHIP    25F03',N,40001309,75221722
000000000015206,1995,0.0,5,1,3,'NORTHEAST OF US-30 14B08',N,40025288,75234118
000000000015208,1810,2012.0,5,1,3,'1MI.W.NEWTOWN RD.  14A13',N,40010233,75241909
000000000015215,1998,0.0,5,5,3,'NORTH OF US 13     35B13',N,39523132,75194780
000000000015217,1909,0.0,2,5,3,'W.COBBS CREEK PK.  36D05',N,39550052,75144944
000000000015219,1928,1989.0,2,5,3,'S.BALTIMORE AVE.   35K02',N,39561388,75161953
000000000015220,1966,0.0,5,5,3,'NORTH STATE ROAD   26H10',N,39573421,75171590
000000000015223,1932,0.0,5,5,3,'EAST OF PA-320     25J04',N,39595434,75210155
000000000015224,1934,2012.0,5,5,3,'.5MI.EAST PA-320   43H01',N,39521050,75212417
000000000015226,1987,0.0,5,1,3,'JUST EAST I-476    34J13',N,39522685,75210030
000000000015235,1987,0.0,5,5,3,'MACDADE BLVD.INTR. 34J12',N,39522400,75210000
000000000015238,1989,0.0,5,5,3,'CARDINAL OHARA HS 25J13',N,39564373,75205458
000000000015240,1956,0.0,5,5,3,'.3MI.W.OAK LANE    35F05',N,39550212,75181050
000000000015241,1923,0.0,2,5,3,'UPPER DARBY LINE   35K03',N,39554527,75162012
000000000015243,1985,0.0,5,5,3,'.4MI.SOUTH US-13   36A07',N,39542555,75155687
000000000015245,1989,0.0,5,5,3,'1/2MI.S.BALT.PIKE  34G07',N,39542168,75214899
000000000015246,1922,0.0,5,1,3,'SPRINGFIELD TWP.LN.34H07',N,39543973,75212915
000000000015247,1989,0.0,5,5,3,'.3MI.S.OF US-13    35K08',N,39541512,75161487
000000000015248,1987,0.0,5,5,3,'SOUTH MCDADE BLVD. 35K07',N,39543535,75163385
000000000015250,1987,0.0,5,5,3,'.5MI.S.CHESTER PK. 35J08',N,39540133,75164877
000000000015251,1947,0.0,5,5,3,'1MI.WEST MEDIA     34A05',N,39550087,75241454
000000000015256,1991,0.0,5,5,3,'1MI.EAST OF MEDIA  34G06',N,39544597,75213576
000000000015263,1919,2019.0,5,5,3,'LANSDOWNE LINE     35H02',N,39560447,75170389
000000000015265,1965,0.0,5,5,3,'.1MI.N.US 13       35G09',N,39534338,75174725
000000000015266,1973,0.0,5,5,3,'2MI.WEST PA 320    34F04',N,39553178,75215578
000000000015267,1990,0.0,5,5,3,'SMEDLEY PARK       34G03',N,39554343,75214525
000000000015268,1959,1987.0,5,1,3,'SPRGFLD.TWP.LINE   35E01',N,39562171,75182528
000000000015269,1954,1975.0,5,5,3,'.3MI.EAST LR23047  26K12',N,39571352,75163786
000000000015271,1931,0.0,5,5,3,'NORTH OF PENNA-3   27B10',N,39575060,75154290
000000000015272,1937,0.0,5,5,3,'NORTH OF PENNA 3   27B10',N,39575681,75154413
000000000015273,1986,0.0,5,5,3,'NORWOOD PARK       35F10',N,39532724,75180899
000000000015274,1966,0.0,5,5,3,'.1MI.W.LONG LANE   27A12',N,39570668,75155460
000000000015276,1966,0.0,5,1,3,'UPPER DARBY        27B12',N,39571363,75153022
000000000015277,1964,1980.0,5,1,3,'PHILADELPHIA CITY  27D11',N,39572578,75145876
000000000015278,1994,0.0,5,5,3,'RIDLEY PARK BOR.   35C12',N,39524476,75192639
000000000015284,1935,0.0,5,1,3,'.5MI.EAST PA-3     27A10',N,39575812,75160284
000000000015287,1904,1952.0,5,5,3,'4MILES NORTH US-13 35C12',N,39524800,75192171
000000000015288,1975,1980.0,5,1,3,'.2MI.S.SELLERS AVE.44C01',N,39521556,75192375
000000000015293,1922,1961.0,5,5,3,'UPLAND BORO LINE   43E04',N,39512116,75223551
000000000015294,1964,1992.0,5,1,3,'.5MI.NE.TR 352     34D13',N,39523399,75230558
000000000015297,1941,0.0,5,5,3,'W.TRAINER BOROUGH  42K08',N,39494771,75242964
000000000015301,1898,1990.0,5,1,3,'.7MI.S.CONCORDVI.  32E12',N,39525025,75304298
000000000015302,1962,0.0,5,1,3,'SOUTH I-95         42J08',N,39495822,75245258
000000000015303,1967,,5,5,3,'1.1MI.N.DELAWARE   42F08',N,39494337,75255705
000000000015304,1941,0.0,5,5,3,'1MI N. I-95        42E08',N,39500231,75263023
000000000015305,1994,0.0,5,1,3,'.2MI.NW INT 13     42G11',N,39490292,75254361
000000000015306,1968,0.0,5,5,3,'.9MI.N.DELAWARE    42F09',N,39493488,75260849
000000000015307,1916,0.0,5,5,3,'.5MI.EAST TR-491   42D09',N,39494190,75265047
000000000015308,1928,0.0,5,5,3,'UPPER CHICHESTER   42F07',N,39500419,75260074
000000000015309,1929,0.0,5,5,3,'NETH.PROVIDENCE    34F13',N,39522192,75215971
000000000015310,1966,0.0,5,1,3,'UPPER CHICHESTER   42D07',N,39500390,75265162
000000000015312,1920,2011.0,5,1,3,'1MI.S.KNOWLTON     42K01',N,39521230,75243182
000000000015314,1926,0.0,5,5,3,'BETHEL ROAD        42F05',N,39505025,75260426
000000000015315,1996,0.0,5,5,3,'.5MI.NW BOOTHWYN   42D07',N,39500835,75265476
000000000015317,1987,0.0,5,1,3,'ASTON TWP.LINE     43B02',N,39515207,75235006
000000000015318,1977,0.0,5,5,3,'NETHERPROVIDENCE   34H10',N,39533961,75212584
000000000015320,1895,0.0,5,5,3,'.7MI.S.BALT. PK.   34C07',N,39542269,75231938
000000000015321,1966,0.0,5,5,3,'ASTON TWP.LINE     42K01',N,39520943,75243130
000000000015322,1998,0.0,5,1,3,'.5MI S.MEDIA       34B08',N,39541969,75234709
000000000015323,1918,1983.0,5,5,3,'S.BALTIMORE PIKE   34B06',N,39545019,75233897
000000000015325,1850,2014.0,5,1,3,'ASTON INDUSTR.PK.  33H13',N,39523780,75250908
000000000015326,1965,2016.0,5,5,3,'ASTON MILLS        33D13',N,39523652,75270395
000000000015329,1931,0.0,5,5,3,'3MI.SOUTH US-1     33A13',N,39523150,75280160
000000000015330,1969,0.0,5,1,3,'CHESTER HEIGHTS    33A11',N,39531130,75281580
000000000015334,1930,0.0,5,5,3,'1MI.WEST PA 352    33H09',N,39535368,75253079
000000000015335,1987,0.0,5,1,3,'2MI.SW.OF PA 452   33D10',N,39533801,75270098
000000000015336,1968,2010.0,5,5,3,'CHESTER TOWNSHIP   43B06',N,39504112,75233780
000000000015337,1973,0.0,5,1,3,'1MI.S.OF US1       32H11',N,39530396,75291380
000000000015339,1940,0.0,5,1,3,'WEST OF TR 322   3805 D03',N,39513666,75285663
000000000015342,1927,0.0,5,5,3,'EAST OF US 322     32K12',N,39525089,75284141
000000000015343,1986,0.0,5,1,3,'NORTH OF MEDIA     33K04',N,39553621,75243197
000000000015346,1927,0.0,2,5,3,'RIDLEY CREEK PARK  24H13',N,39564422,75251709
000000000015347,1920,1987.0,5,1,3,'SPRINGTON RESERV.  24J10',N,39574678,75251050
000000000015348,1930,0.0,5,5,3,'DARLINGTON ROAD    33A08',N,39540562,75281486
000000000015352,1926,0.0,5,5,3,'DELCHESTER RD      24A09',N,39580312,75282468
000000000015353,1960,0.0,5,1,3,'RIDLEY CK.STATE PK.24E11',N,39572608,75263693
000000000015354,1987,0.0,5,5,3,'SPRINGTON RESERV.  24H10',N,39575048,75253100
000000000015355,1990,0.0,5,1,3,'.8M. NORTH TR 1    32J07',N,39542690,75290596
000000000015358,1973,0.0,5,1,3,'CONCORD;THORNBURY  32A09',N,39534099,75321120
000000000015359,1973,0.0,5,1,3,'CONCORD TOWNSHIP   32F10',N,39532672,75302126
000000000015361,1991,0.0,5,1,3,'1MI.S.CHEYNEY COL. 32C03',N,39554627,75312363
000000000015362,1991,0.0,5,1,3,'1MI.S.CHEYNEY COL. 32C03',N,39554748,75312435
000000000015364,1933,1976.0,5,1,3,'GRADYVILLE ROAD    32H05',N,39551327,75292569
000000000015365,1973,0.0,5,1,3,'W.BR.CHESTER CR.   32C10',N,39533064,75311590
000000000015366,1969,2011.0,5,5,3,'1MI.N.US 1 32A09/3694-D7',N,39534539,75321797
000000000015375,1991,,5,5,8,'.3 Mi N of Balt Pk  20-D7',N,39545567,75213473
000000000015376,1995,0.0,5,1,4,'.25 Mi NW US-1 ADC 18-E8',N,39542880,75272484
000000000015378,1927,0.0,2,1,4,'1.25MI.NE PA-252  8-F8',N,40005328,75235135
000000000015379,1967,0.0,5,5,4,'.2MI.NORTH I-95   35-A1',N,39510017,75231080
000000000015381,1997,0.0,5,5,4,'.2MI.N.OF PA-291  35-D2',N,39504883,75214679
000000000015382,1968,0.0,5,5,4,'1.25 MI. N US-1 ADC 18-B7',N,39544978,75285885
000000000015383,1926,0.0,5,1,5,'.1MI E PA-452 ADC 26-B4',N,39524881,75253988
000000000015384,1962,0.0,5,5,4,'1 Mi E SR320 ADC 21-A1',N,39571584,75200960
000000000015385,1914,0.0,2,1,4,'.8MI.SOUTH PA-926 17-D4',N,39555771,75310096
000000000015387,1925,0.0,5,1,5,'1.1 Mi W SR252 ADC 3696H6',N,39540911,75233188
000000000015388,1961,0.0,5,5,4,'1.2 Mi E SR352 ADC 3696F4',N,39544716,75240023
000000000015389,1937,0.0,5,1,5,'1 MI.NORTH US-1 ADC 20-A2',N,39565867,75225426
000000000015392,1959,0.0,5,5,4,'0.5 Mi SE US13 3698-D8',N,39531952,75172280
000000000015393,1930,0.0,5,5,4,'0.4Mi S SR13 3698-E7',N,39534385,75170634
000000000015394,1921,0.0,5,5,4,'.25MI E.OF US-13  22-C7',N,39545075,75153599
000000000015395,1927,0.0,5,5,5,'0.1Mi SR13 3698-D8',N,39533355,75173298
000000000015396,1932,0.0,5,5,5,'1.3 Mi S SR13 ADC 29-B3',N,39533119,75160425
000000000015399,1922,0.0,5,1,4,'1.1MI.WEST PA-320 13-A1',N,40004522,75231403
000000000015401,1929,0.0,5,5,4,'.2MI.N OF PA-291  27-E8',N,39512866,75204769
000000000015402,1931,0.0,5,5,5,'.6MI.WEST PA-452  25-F3',N,39532202,75263552
000000000015403,1962,0.0,5,1,4,'0.7 Mi S SR322 ADC 24-C5',N,39522360,75312388
000000000015404,1930,0.0,5,5,4,'1MI SO OF PA-291 35-E1',N,39511238,75204686
000000000015405,1931,0.0,5,5,4,'.1MI.E.OF US-13    36B05',N,39550560,75154707
000000000015406,1963,0.0,5,5,4,'1MI.NORTH US-13 ADC 28-C3',N,39533912,75185615
000000000015408,1932,0.0,5,1,5,'RADNOR TWP    9-D8',N,40005337,75212427
000000000015409,1963,0.0,5,5,4,'1.25 MI. N. US-30 9-E2',N,40031980,75210467
000000000015410,1928,2000.0,2,5,5,'300 FT N SR2016 ADC 21-F5',N,39560026,75172382
000000000015411,1928,0.0,5,5,5,'HILLDALE   ADC 22-A4',N,39560528,75163720
000000000015412,1928,0.0,5,5,4,'1 Mi S SR3 ADC13-E6',N,39582437,75205982
000000000015415,1943,0.0,3,5,4,'.25MI.SE.OF US-13  28-F2',N,39534451,75171788
000000000015416,1930,0.0,5,5,4,'1.5 Mi N SR322 ADC D5',N,39523881,75280779
000000000015417,1925,0.0,5,5,4,'.1 MI.SE OF US-13  35J08',N,39541367,75164500
000000000015418,1962,,5,5,5,'.1MI.WEST PA-420 ADC 28C2',N,39535071,75185859
000000000015419,1907,1984.0,5,5,5,'At Karakung Dr  3588-D3',N,39591320,75172882
000000000015420,1973,0.0,5,5,5,'HAVERFORD TWP.     3477K9',N,40003980,75185812
000000000015421,1946,0.0,5,5,5,'100 S. of PA-3  3588-B5',N,39581083,75180896
000000000015422,1935,0.0,5,5,5,'.2 Mi NW Eagle Rd 3588-B1',N,39594122,75180726
000000000015424,1940,1980.0,5,5,5,'GARRETT AVENUE     3477G6',N,40013827,75200871
000000000015425,1940,1979.0,5,5,5,'LOWRYS LANE       3477G6',N,40014309,75201327
000000000015426,1970,0.0,5,5,5,'0.9 M W PA-320  3476-K10',N,40001756,75223757
000000000015427,1989,0.0,5,5,4,'50 YARDS N.-I476   3477E3',N,40030071,75205028
000000000015430,1927,0.0,5,1,5,'.3 Mi S Michigan Av',N,39532582,75201974
000000000015431,1962,0.0,5,5,5,'1.2 M N SR13  3697-G9',N,39530851,75195267
000000000015433,1962,2021.0,5,5,5,'.75MI E OF SR0252 3697E10',N,39524468,75205731
000000000015434,1965,0.0,5,5,5,'0.1M N SR2016 ADC 3697-C4',N,39545211,75212756
000000000015435,1991,0.0,5,1,3,'300 N of US-322 3805-K05',N,39505762,75262208
000000000015436,1966,0.0,5,5,5,'0.3Mi N CHICHESTER 3806B8',N,39495347,75254378
000000000015439,1970,0.0,5,5,5,'1.4 Mi SW PA-320 3587-A10',N,39563607,75222494
000000000015445,1963,0.0,5,5,5,'400FEET N.PA320   3807-C3',N,39512747,75213405
000000000015446,1963,2019.0,5,5,5,'900 N of PA-320  3807-C3',N,39512944,75212894
000000000015448,1966,0.0,5,5,5,'.3 Mi N of PA-320 3807-D3',N,39513397,75212042
000000000015449,1963,0.0,5,5,5,'.5 Mi N of PA-320 3807-D3',N,39513838,75211218
000000000015450,1974,0.0,4,1,8,'RAMP B COMM BARRY  43D06',N,39502400,75230000
000000000015451,1974,0.0,5,1,8,'RAMP A COM BARRY   43D06',N,39502583,75225942
000000000015452,1974,0.0,4,1,2,'2 MILES WEST OF US 130',N,39503232,75230575
000000000015454,1984,0.0,4,5,8,'.3 Mi S of Main St 3698K4',N,39544701,75151411
000000000015456,1918,0.0,5,5,5,'.3 Mi S of Rt 13  3698-F6',N,39540560,75163863
000000000015457,1997,0.0,5,5,5,'S. CHESTER PIKE 3698-E7',N,39535459,75170492
000000000015458,1932,1960.0,5,5,5,'0.3MI E SR2017 ADC3698-B6',N,39541753,75175798
000000000015459,1950,0.0,5,5,5,'.8 Mi. N US-13   3698-C6',N,39541559,75175691
000000000015460,1900,0.0,5,5,5,'300 W. of SR-420 3697-K9',N,39525823,75190122
000000000015461,1947,0.0,5,5,5,'0.4 Mi NW US-13 ADC 28-A5',N,39523252,75201211
000000000015462,1953,1999.0,5,1,5,'0.9M NW OF SR0476 3697-D6',N,39540828,75210179
000000000015463,1972,1988.0,5,1,7,'RTE. 3 INTERSECTION',N,39582207,75273096
000000000015468,1968,,5,6,3,'HIGHLAND AVE.INTER.42K06',N,39502456,75243103
000000000015470,1976,1980.0,5,1,3,'BARRY BRIDGE INTER.43D05',N,39510000,75225400
000000000015473,1976,0.0,5,1,3,'FLOWER ST.INTERCH. 43C05',N,39504800,75232400
000000000015478,1968,0.0,5,1,3,'CHESTNUT ST.INTER.3807D03',N,39513550,75211630
000000000015479,1975,0.0,5,1,3,'JUNCTION I-476     43K01',N,39522600,75210000
000000000015481,1987,0.0,5,1,3,'SO.MC DAVID BLVD.  43J01',N,39521653,75204886
000000000015482,1975,,5,1,3,'AT 795 INTERCHANGE 43J01',N,39520218,75204358
000000000015485,1975,1988.0,5,1,3,'JUNCTION W/I-476   43K01',N,39520392,75202669
000000000015486,1987,0.0,5,1,3,'MC DADE BLVD.INTC. 43J01',N,39521800,75210000
000000000015487,1975,,5,1,3,'AT 795 INTERCHANGE 43J01',N,39521594,75205137
000000000015488,1987,0.0,5,1,3,'MACDADE BLVD.INTCH.43J01',N,39522223,75210428
000000000015496,1987,0.0,5,1,3,'MACDAE BLVD.INTCH. 34J13',N,39523000,75210000
000000000015497,1987,0.0,5,1,3,'MACDADE BLVD.INTER.34J13',N,39523681,75210270
000000000015500,1987,0.0,5,1,3,'MACDADE BLVD.INTER.43J01',N,39520600,75203000
000000000015501,1990,0.0,5,1,3,'LANCASTER AVE.INT. 14H10',N,40021200,75212400
000000000015502,1990,0.0,5,1,3,'NEAR VILLANOVA     14H10',N,40021454,75211767
000000000015503,1990,0.0,5,1,3,'NEAR VILLANOVA     14H09',N,40021700,75211141
000000000015504,1990,0.0,5,1,3,'NEAR VILLANOVA     14H09',N,40022136,75210819
000000000015505,1990,0.0,5,1,3,'1MI.W.SPGFLD.RD.   34G02',N,39561404,75214595
000000000015508,1990,0.0,5,1,3,'MEDIA BYPASS INT.  34G02',N,39561800,75220000
000000000015509,1990,0.0,5,1,3,'.5MI.E.STATE RD.   34G02',N,39561200,75220000
000000000015511,1990,0.0,5,1,3,'.5MI.E.STATE ROAD  34G02',N,39562117,75214153
000000000015517,1932,1976.0,5,1,3,'JAMES CITY',N,41355900,78503012
000000000015519,1987,0.0,5,5,3,'RIDGWAY BOROUGH',N,41253178,78433725
000000000015521,1948,0.0,5,1,3,'3 MILES EAST OF RIDGWAY',N,41250294,78412903
000000000015523,1947,0.0,5,1,3,'DAGUSCAHONDA',N,41251166,78383177
000000000015524,1949,0.0,5,1,3,'2 MI W ST MARYS',N,41250724,78361387
000000000015525,1949,0.0,5,1,3,'CITY OF ST MARYS',N,41252085,78340633
000000000015526,1957,0.0,5,1,3,'CITY OF ST MARYS',N,41253498,78333986
000000000015530,1935,0.0,5,5,3,'CITY OF ST MARYS',N,41254015,78333681
000000000015533,1961,0.0,5,1,3,'1 MI SW CHALLENGE',N,41162452,78413792
000000000015534,1961,0.0,5,1,3,'1 MI SW CHALLENGE',N,41164291,78415548
000000000015538,1965,0.0,5,1,2,'CHALLENGE',N,41170706,78413126
000000000015543,1965,0.0,5,1,2,'BRANDY CAMP',N,41192267,78412230
000000000015552,1912,2015.0,2,5,2,'RIDGWAY BORO',N,41252951,78435309
000000000015563,1959,0.0,5,5,2,'JOHNSONBURG BORO',N,41293249,78403989
000000000015565,1992,0.0,5,5,2,'JOHNSONBURG BORO',N,41293806,78405141
000000000015566,1992,0.0,5,1,2,'JOHNSONBURG BORO',N,41294081,78405544
000000000015572,1948,0.0,5,1,2,'2 MI N WILCOX',N,41361568,78403597
000000000015574,1995,0.0,5,1,3,'FORCE',N,41151331,78301641
000000000015586,1931,1953.0,5,1,3,'1 MI E JOHNSONBURG',N,41290313,78385566
000000000015590,1975,0.0,5,1,3,'WILCOX',N,41343301,78413052
000000000015592,1975,0.0,5,1,3,'DAHOGA',N,41355204,78431892
000000000015614,1940,0.0,5,1,3,'DENTS RUN',N,41212067,78154613
000000000015620,1975,0.0,5,5,3,'REAR ADMIRAL PAUL H. SPEE',N,41251472,78440704
000000000015626,1937,1986.0,5,1,3,'MONTMORENCI',N,41300982,78443126
000000000015627,1951,0.0,5,1,3,'2 MI N MONTMORENCI',N,41304933,78445822
000000000015628,1960,0.0,5,1,3,'4 MI NW MONTMORENCI',N,41323013,78471552
000000000015636,1960,2012.0,5,1,3,'CARMAN',N,41215825,78492573
000000000015638,1960,2012.0,5,1,3,'CARMAN',N,41220127,78491752
000000000015641,1959,0.0,5,1,3,'2 MI SW RIDGWAY',N,41235101,78450606
000000000015646,1973,2012.0,5,1,3,'GLEN HAZEL',N,41320096,78362447
000000000015647,1977,0.0,5,1,3,'GLEN HAZEL',N,41323667,78364956
000000000015648,1990,0.0,5,1,3,'2 MI N GLEN HAZEL',N,41341037,78371387
000000000015652,1958,0.0,5,1,3,'1 MI N ST MARYS',N,41270387,78332120
000000000015653,1958,0.0,5,1,3,'1 MI N ST MARYS',N,41272619,78332716
000000000015660,1952,1999.0,5,1,3,'GLEN HAZEL',N,41321560,78364718
000000000015661,1928,0.0,5,1,3,'CITY OF ST MARYS',N,41255456,78324031
000000000015665,1935,1962.0,5,1,3,'3 MI W RATHBUN',N,41282294,78293697
000000000015666,1935,1962.0,5,1,3,'1 MI W RATHBUN',N,41292470,78282483
000000000015668,1963,2012.0,5,1,3,'RATHBUN',N,41290827,78262191
000000000015674,1962,0.0,5,1,3,'BROCKPORT',N,41150953,78441465
000000000015675,1953,0.0,5,1,3,'CHALLENGE',N,41172139,78411564
000000000015682,1962,0.0,5,5,3,'MEDIX RUN',N,41172062,78234818
000000000015688,1993,0.0,5,1,3,'2 MI SW DAGUS MINES',N,41194140,78374732
000000000015697,1940,2016.0,5,1,3,'BRANDY CAMP',N,41191700,78411010
000000000015698,1952,0.0,5,1,3,'3 MI NE CHALLENGE',N,41190479,78382497
000000000015699,1961,0.0,5,1,3,'BELLTOWN',N,41212640,79021050
000000000015703,1901,1998.0,5,1,3,'1 MI NW HALLTON',N,41245927,78565232
000000000015712,1894,1971.0,5,1,3,'BELLTOWN',N,41212754,79021925
000000000015713,1987,0.0,5,1,3,'RIDGWAY',N,41251918,78450086
000000000015718,1989,0.0,5,1,3,'3 MI N JOHNSONBURG',N,41315904,78410874
000000000015721,1957,2011.0,5,5,3,'JOHNSONBURG BORO',N,41295737,78410149
000000000015724,1974,0.0,5,1,3,'JOHNSONBURG BORO',N,41295499,78405245
000000000015727,1970,0.0,5,1,3,'JOHNSONBURG BORO',N,41300916,78412045
000000000015728,1970,0.0,5,1,3,'1 MI NW JOHNSONBURG',N,41304550,78411936
000000000015731,1987,0.0,5,1,2,'1 MI EAST RIDGWAY',N,41255448,78424727
000000000015733,1987,0.0,5,1,2,'1 MILE EAST OF RIDGWAY',N,41255810,78424771
000000000015736,1889,2012.0,5,1,5,'500 FT SOUTH OF SR 555',N,41202364,78183024
000000000015738,1930,1987.0,5,1,5,'1000 FT SE OF SR 2003',N,41174379,78400480
000000000015739,1900,1976.0,5,1,5,'1.2 MI SOUTH OF RT 66 JCT',N,41334175,78561500
000000000015740,1911,0.0,2,1,5,'420 FT SOUTH OF SR 219',N,41152897,78433708
000000000015741,1984,0.0,5,1,5,'350FT S OF US219 INTERSEC',N,41154692,78431504
000000000015744,1916,0.0,5,1,5,'700 FT EAST SR 219',N,41163669,78420307
000000000015745,1988,0.0,5,1,5,'1200 FT NE OF SR 255 INTE',N,41152571,78295961
000000000015746,1920,2009.0,4,1,5,'850 FT EAST OF PA555',N,41162261,78292830
000000000015747,1930,1992.0,4,1,5,'3 MI EAST OF SR 255 INTER',N,41192783,78272555
000000000015748,1937,0.0,5,1,5,'300 FT S OF INT SR 555',N,41170968,78272907
000000000015750,1990,0.0,4,1,5,'1000FT SW OF DAHOGA',N,41355316,78433971
000000000015751,1940,2010.0,5,1,5,'4600 FT WEST OF SR 1001',N,41322364,78373324
000000000015752,1930,2010.0,5,1,5,'600FT WEST OF US219 INTER',N,41362029,78404412
000000000015753,2003,0.0,5,1,5,'130 FT WEST OF SR 219',N,41344494,78412071
000000000015754,1989,0.0,5,1,5,'IN VILLAGE OF MILLSTONE',N,41211944,79041667
000000000015755,1940,1987.0,5,1,5,'0.5 MI E OF SR 3001 INTER',N,41212663,79013791
000000000015756,1974,0.0,5,1,5,'0.3 MILE SO OF SR 120 INT',N,41245219,78413803
000000000015757,1990,0.0,5,1,5,'126FT N OF SR 120 INTER',N,41250407,78392051
000000000015760,1925,0.0,2,1,5,'2.8 MILE WEST OF SR 3002',N,41235254,78492175
000000000015762,1960,0.0,5,1,5,'3200FT S LR24002-T314 INT',N,41235747,78525520
000000000015764,1930,0.0,5,1,5,'500 FT NE OF T308 INT',N,41230542,78560564
000000000015767,1906,2008.0,5,1,5,'146 E OF SR 1008 INTER',N,41283561,78291388
000000000015768,1980,2009.0,5,1,5,'.1 MI SW OF SR 2008 INT.',N,41245489,78322050
000000000015772,1994,0.0,5,5,5,'900 FT S OF INT SR 219',N,41291068,78404188
000000000015773,2003,,5,1,7,'3.5 MI NE OF TYLER ROAD',N,41144020,78281416
000000000015774,2003,,5,1,7,'AT DENTS RUN RD INTERSECT',N,41214067,78205964
000000000015775,2001,,5,1,7,'3 MI NORTH QUEHANNA HWY',N,41170851,78143947
000000000015776,1997,,5,1,7,'AT WEST BR HICKS RUN ROAD',N,41235675,78190011
000000000015777,1997,,5,1,7,'AT EAST HICKS RUN ROAD',N,41224728,78164619
000000000015778,1997,,5,1,7,'1/2 MI N BARR HOLLOW ROAD',N,41234451,78170743
000000000015779,1997,,5,1,7,'1 MI NW BARR HOLLOW RD',N,41240504,78173839
000000000015788,1936,0.0,5,1,3,'SPRINGFIELD TOWNSHIP',N,41593928,80251151
000000000015790,1982,0.0,5,1,3,'GIRARD TOWNSHIP',N,42004651,80224107
000000000015791,1930,1999.0,5,1,3,'LAKE CITY BOROUGH',N,42011329,80213995
000000000015794,1930,2014.0,5,1,3,'FAIRVIEW TOWNSHIP',N,42035719,80134367
000000000015800,1983,0.0,5,1,3,'CITY OF ERIE',N,42062760,80072646
000000000015801,1983,0.0,5,1,3,'CITY OF ERIE',N,42062973,80072088
000000000015803,1982,0.0,5,1,3,'CITY OF ERIE',N,42063177,80072056
000000000015805,1983,0.0,5,1,3,'CITY OF ERIE',N,42063380,80070982
000000000015813,1933,0.0,5,1,3,'HARBOR CREEK TOWNSHIP',N,42103007,79590884
000000000015815,1930,0.0,5,1,3,'HARBOR CREEK TOWNSHIP',N,42113104,79570363
000000000015816,1930,2014.0,5,1,3,'HARBOR CREEK TOWNSHIP',N,42123034,79545379
000000000015822,1988,0.0,5,1,3,'NORTH EAST TOWNSHIP',N,42153793,79464645
